codigo_municipio;codigo_proyecto;codigo_recurso;año;trimestre;tipo_contraprestacion;valor_contraprestacion;cantidad_producida
5885;1;5;2023;2;REGALIAS;12570634;0.001025
5885;1;5;2023;2;REGALIAS;19519117;0.001419
5885;1;5;2023;2;REGALIAS;35974700;0.002579
5885;1;6;2023;1;REGALIAS;19697;0.000171
5885;1;6;2023;1;REGALIAS;32076;0.000298
5885;1;6;2023;1;REGALIAS;7511;0.000067
5885;1;6;2023;2;REGALIAS;4842;0.000045
5885;1;6;2023;2;REGALIAS;5633;0.000049
5885;1;6;2023;2;REGALIAS;8942;0.000079
5887;1;15;2023;1;REGALIAS;1206915;351
5887;1;15;2023;2;REGALIAS;1162617;300
5890;1;2;2023;1;REGALIAS;153523;635.04
5890;1;2;2023;2;REGALIAS;730465;3666.06
5890;1;4;2023;2;REGALIAS;214333;1699.2
5890;1;5;2023;1;REGALIAS;65555363;0.007432
5890;1;5;2023;1;REGALIAS;87263551;0.009646
5890;1;5;2023;1;REGALIAS;53673452;0.005851
5890;1;5;2023;2;REGALIAS;45379498;0.004928
5890;1;5;2023;2;REGALIAS;72215804;0.007762
5890;1;5;2023;2;REGALIAS;14792614;0.001589
5890;1;6;2023;1;REGALIAS;35538;0.000311
5890;1;6;2023;1;REGALIAS;56494;0.000491
5890;1;6;2023;1;REGALIAS;27112;0.000243
5890;1;6;2023;2;REGALIAS;29243;0.000268
5890;1;6;2023;2;REGALIAS;40191;0.000359
5890;1;6;2023;2;REGALIAS;10573;0.000091
5895;1;4;2023;2;REGALIAS;2818654;22358.4
5895;1;5;2023;1;REGALIAS;779918307;0.089963
5895;1;5;2023;1;REGALIAS;553779158;0.061373
5895;1;5;2023;1;REGALIAS;569025649;0.062299
5895;1;5;2023;2;REGALIAS;701665162;0.075769
5895;1;5;2023;2;REGALIAS;1035617731;0.111851
5895;1;5;2023;2;REGALIAS;726958380;0.089413
5895;1;6;2023;1;REGALIAS;1009653;0.009192
5895;1;6;2023;1;REGALIAS;19498551;0.217391
5895;1;6;2023;1;REGALIAS;672920;0.006129
5895;1;6;2023;2;REGALIAS;7879032;0.096866
5895;1;6;2023;2;REGALIAS;1615093;0.014376
5895;1;6;2023;2;REGALIAS;37787869;0.337495
8001;1;1;2023;1;REGALIAS;2183245;9072
8372;1;3;2023;1;REGALIAS;179960;2894
8421;1;8;2023;1;REGALIAS;136054;135
8421;1;8;2023;2;REGALIAS;211755;1848
8421;1;2;2023;1;REGALIAS;2313880;13206.24
8421;1;3;2023;2;REGALIAS;1000754;14246
8421;1;4;2023;1;REGALIAS;2175479;19564.8
8436;1;3;2023;1;REGALIAS;931556;152
8573;1;8;2023;1;REGALIAS;1677528;16536
8573;1;8;2023;2;REGALIAS;1896840;16554
8573;1;2;2023;1;REGALIAS;527369;2998.62
8606;1;2;2023;1;REGALIAS;14057368;79929.18
8606;1;2;2023;2;REGALIAS;8293293;41749.02
8606;1;3;2023;1;REGALIAS;663850;1044
8606;1;4;2023;1;REGALIAS;15793877;14150.4
8606;1;4;2023;2;REGALIAS;12067033;95719.2
8638;1;3;2023;2;REGALIAS;5886777;83794
8832;1;1;2023;1;REGALIAS;2077115;8631
8832;1;3;2023;1;REGALIAS;697040;11206
11001;1;1;2023;1;REGALIAS;20646219;85791
11001;1;1;2023;1;REGALIAS;14952887;53294
11001;1;2;2023;1;REGALIAS;310742;767.88
13001;1;1;2023;2;REGALIAS;1656505;5904
13001;1;2;2023;1;REGALIAS;38089085;216500.04
13001;1;2;2023;2;REGALIAS;7273516;36657.36
13001;1;4;2023;1;REGALIAS;20565716;184260
13001;1;4;2023;2;REGALIAS;4271775;33924
13006;1;5;2023;1;REGALIAS;194803811;0.022188
13006;1;5;2023;1;REGALIAS;397896055;0.043208
13006;1;5;2023;1;REGALIAS;405381381;0.044158
13006;1;5;2023;2;REGALIAS;421546925;0.045418
13006;1;5;2023;2;REGALIAS;581280299;0.062311
13006;1;5;2023;2;REGALIAS;379180484;0.004076
13006;1;6;2023;1;REGALIAS;245810;0.002256
13006;1;6;2023;1;REGALIAS;509442;0.004428
13006;1;6;2023;1;REGALIAS;521657;0.000469
13006;1;6;2023;2;REGALIAS;488841;0.004533
13006;1;6;2023;2;REGALIAS;671319;0.005911
13006;1;6;2023;2;REGALIAS;421503;0.003725
13042;1;5;2023;1;REGALIAS;97227343;0.011102
13042;1;5;2023;1;REGALIAS;121325101;0.013172
13042;1;5;2023;1;REGALIAS;90891019;0.009899
13042;1;5;2023;2;REGALIAS;267425827;0.028588
13042;1;5;2023;2;REGALIAS;162150924;0.017406
13042;1;5;2023;2;REGALIAS;90062363;0.009677
13042;1;6;2023;1;REGALIAS;36;0
13042;1;6;2023;1;REGALIAS;223;0.000002
13042;1;6;2023;1;REGALIAS;72803;0.000643
13042;1;6;2023;2;REGALIAS;213389;0.001996
13042;1;6;2023;2;REGALIAS;7861;0.000073
13042;1;6;2023;2;REGALIAS;16907170;0.150087
13062;1;2;2023;2;REGALIAS;86160;283.55
13074;1;5;2023;1;REGALIAS;15911430;0.001802
13074;1;5;2023;1;REGALIAS;14480037;0.001584
13074;1;5;2023;1;REGALIAS;37397195;0.004081
13074;1;5;2023;2;REGALIAS;64847209;0.006965
13074;1;5;2023;2;REGALIAS;199946661;0.021398
13074;1;5;2023;2;REGALIAS;70844327;0.007613
13074;1;6;2023;1;REGALIAS;23737;0.000207
13074;1;6;2023;1;REGALIAS;26772;0.000233
13074;1;6;2023;1;REGALIAS;77213;0.000704
13074;1;6;2023;2;REGALIAS;109661;0.001021
13074;1;6;2023;2;REGALIAS;372354;0.003338
13074;1;6;2023;2;REGALIAS;65849;0.000571
13212;1;5;2023;1;REGALIAS;476206214;0.054061
13212;1;5;2023;1;REGALIAS;191301144;0.021373
13212;1;5;2023;1;REGALIAS;309373750;0.033725
13212;1;5;2023;2;REGALIAS;234428309;0.025432
13212;1;5;2023;2;REGALIAS;487199971;0.052217
13212;1;5;2023;2;REGALIAS;449859848;0.048317
13212;1;6;2023;1;REGALIAS;487419;0.004368
13212;1;6;2023;1;REGALIAS;203713;0.000177
13212;1;6;2023;1;REGALIAS;314981;0.002844
13212;1;6;2023;2;REGALIAS;245716;0.002263
13212;1;6;2023;2;REGALIAS;442283;0.003944
13212;1;6;2023;2;REGALIAS;587391;0.005162
13222;1;2;2023;2;REGALIAS;8374;0
13222;1;4;2023;2;REGALIAS;4918;0
13300;1;5;2023;1;REGALIAS;14737867;0.001664
13300;1;5;2023;1;REGALIAS;36753385;0.003994
13300;1;5;2023;1;REGALIAS;34690393;0.003785
13300;1;5;2023;2;REGALIAS;18680756;0.001994
13300;1;5;2023;2;REGALIAS;22648508;0.002429
13300;1;5;2023;2;REGALIAS;16476859;0.001771
13300;1;6;2023;1;REGALIAS;620;0.000005
13300;1;6;2023;1;REGALIAS;7419;0.000064
13300;1;6;2023;1;REGALIAS;65510;0.000597
13300;1;6;2023;2;REGALIAS;33813;0.000316
13300;1;6;2023;2;REGALIAS;64917;0.000569
13300;1;6;2023;2;REGALIAS;15294;0.000135
13430;1;5;2023;1;REGALIAS;624020;0.000071
13430;1;5;2023;1;REGALIAS;104325;0.000015
13430;1;5;2023;1;REGALIAS;922343;0.000126
13430;1;5;2023;2;REGALIAS;37082245;0.004872
13430;1;5;2023;2;REGALIAS;224406;0.00003
13430;1;5;2023;2;REGALIAS;522856;0.000071
13430;1;6;2023;1;REGALIAS;828;0.000008
13430;1;6;2023;1;REGALIAS;232;0.000002
13430;1;6;2023;1;REGALIAS;1701;0.000017
13430;1;6;2023;2;REGALIAS;46864;0.000508
13430;1;6;2023;2;REGALIAS;207;0.000002
13430;1;6;2023;2;REGALIAS;945;0.00001
13440;1;5;2023;1;REGALIAS;106604;0.000015
13440;1;5;2023;1;REGALIAS;316678;0.000044
13440;1;5;2023;2;REGALIAS;3985509;0.000533
13440;1;5;2023;2;REGALIAS;5088037;0.000677
13440;1;5;2023;2;REGALIAS;2230784;0.0003
13440;1;6;2023;1;REGALIAS;237;0.000002
13440;1;6;2023;1;REGALIAS;662;0.000007
13440;1;6;2023;2;REGALIAS;3040;0.000031
13440;1;6;2023;2;REGALIAS;4601;0.000049
13440;1;6;2023;2;REGALIAS;3783;0.00004
13458;1;5;2023;1;REGALIAS;337150905;0.038243
13458;1;5;2023;1;REGALIAS;549172528;0.060221
13458;1;5;2023;1;REGALIAS;1116996740;0.121878
13458;1;5;2023;2;REGALIAS;643975253;0.069339
13458;1;5;2023;2;REGALIAS;849310244;0.091153
13458;1;5;2023;2;REGALIAS;993741546;0.106825
13458;1;6;2023;1;REGALIAS;238753;0.002081
13458;1;6;2023;1;REGALIAS;7622;0.000066
13458;1;6;2023;1;REGALIAS;8245;0.000075
13458;1;6;2023;2;REGALIAS;6678928;0.066448
13458;1;6;2023;2;REGALIAS;1977783;0.001707
13458;1;6;2023;2;REGALIAS;12608;0.000112
13473;1;5;2023;1;REGALIAS;7084964;0.000799
13473;1;5;2023;1;REGALIAS;11992265;0.001302
13473;1;5;2023;1;REGALIAS;6391417;0.000694
13473;1;5;2023;2;REGALIAS;6591174;0.000703
13473;1;5;2023;2;REGALIAS;13606578;0.000146
13473;1;5;2023;2;REGALIAS;11880888;0.001277
13473;1;6;2023;1;REGALIAS;55;0
13473;1;6;2023;1;REGALIAS;90;0.000001
13473;1;6;2023;1;REGALIAS;56;0
13473;1;6;2023;2;REGALIAS;48;0
13473;1;6;2023;2;REGALIAS;258;0.000002
13473;1;6;2023;2;REGALIAS;95;0.000001
13490;1;5;2023;1;REGALIAS;267216334;0.030299
13490;1;5;2023;1;REGALIAS;360476221;0.039492
13490;1;5;2023;1;REGALIAS;574821212;0.062854
13490;1;5;2023;2;REGALIAS;369204064;0.039532
13490;1;5;2023;2;REGALIAS;908916360;0.097777
13490;1;5;2023;2;REGALIAS;223855528;0.024049
13490;1;6;2023;1;REGALIAS;64295237;0.558919
13490;1;6;2023;1;REGALIAS;31371305;0.272642
13490;1;6;2023;1;REGALIAS;1033641;0.009425
13490;1;6;2023;2;REGALIAS;72105375;0.671755
13490;1;6;2023;2;REGALIAS;36593713;0.315849
13490;1;6;2023;2;REGALIAS;6819752;0.060534
13600;1;5;2023;1;REGALIAS;132976050;0.000015
13600;1;5;2023;2;REGALIAS;74516557;0.000008
13600;1;6;2023;2;REGALIAS;34759920;0.0003
13600;1;6;2023;2;REGALIAS;11264760;0.0001
13655;1;5;2023;1;REGALIAS;3137557;0.000359
13655;1;5;2023;1;REGALIAS;84134562;0.009181
13655;1;5;2023;2;REGALIAS;87215546;0.009426
13655;1;5;2023;2;REGALIAS;217277337;0.023242
13655;1;5;2023;2;REGALIAS;104112513;0.011183
13655;1;6;2023;1;REGALIAS;3962;0.000037
13655;1;6;2023;1;REGALIAS;78296;0.000715
13655;1;6;2023;2;REGALIAS;90894;0.000838
13655;1;6;2023;2;REGALIAS;230114;0.000208
13655;1;6;2023;2;REGALIAS;127314;0.001113
13657;1;8;2023;1;REGALIAS;820576;8
13667;1;5;2023;1;REGALIAS;387414986;0.044498
13667;1;5;2023;1;REGALIAS;242427006;0.027356
13667;1;5;2023;1;REGALIAS;265803209;0.029583
13667;1;5;2023;2;REGALIAS;473751924;0.051777
13667;1;5;2023;2;REGALIAS;369394513;0.040168
13667;1;5;2023;2;REGALIAS;367413359;0.039436
13667;1;6;2023;1;REGALIAS;46196615;0.401627
13667;1;6;2023;1;REGALIAS;54077893;0.476153
13667;1;6;2023;1;REGALIAS;11689709;0.106377
13667;1;6;2023;2;REGALIAS;11199938;0.104622
13667;1;6;2023;2;REGALIAS;30531862;0.265799
13667;1;6;2023;2;REGALIAS;17584743;0.156067
13673;1;2;2023;1;REGALIAS;8710;0
13673;1;4;2023;1;REGALIAS;8189;0
13688;1;5;2023;1;REGALIAS;376448;0.000041
13688;1;5;2023;2;REGALIAS;464780;0.000051
13744;1;5;2023;1;REGALIAS;5662563;0.000639
13744;1;5;2023;1;REGALIAS;12221063;0.001327
13744;1;5;2023;2;REGALIAS;11641497;0.000127
13744;1;5;2023;2;REGALIAS;8531327;0.00091
13744;1;5;2023;2;REGALIAS;12781266;0.001372
13836;1;8;2023;1;REGALIAS;108040446;1064994
13836;1;8;2023;2;REGALIAS;105086787;91702
13836;1;1;2023;1;REGALIAS;1189354;4788
13836;1;3;2023;2;REGALIAS;1756250;250
15001;1;7;2023;1;REGALIAS;69448647;1395
15001;1;7;2023;2;REGALIAS;152269097;5678
15001;1;2;2023;1;REGALIAS;2978009;16890.12
15092;1;7;2023;1;REGALIAS;149598953;6667
15092;1;7;2023;2;REGALIAS;105293048;43
15092;1;8;2023;1;COMPENSACIÓN;612000;0
15092;1;8;2023;2;COMPENSACIÓN;690000;0
15097;1;7;2023;1;REGALIAS;923946928;2037
15097;1;7;2023;2;REGALIAS;165957031;4672
15104;1;7;2023;2;REGALIAS;20025920;917
15114;1;8;2023;1;REGALIAS;8915146;8788
15180;1;7;2023;1;REGALIAS;1043567074;22518
15180;1;7;2023;2;REGALIAS;309891656;9276
15183;1;7;2023;1;REGALIAS;58045104;1482
15183;1;7;2023;2;REGALIAS;17888728;535
15187;1;7;2023;1;REGALIAS;456956852;10321
15187;1;7;2023;2;REGALIAS;280052616;8614
15187;1;1;2023;1;REGALIAS;244429;984
15187;1;1;2023;2;REGALIAS;65935;235
15215;1;7;2023;1;REGALIAS;416957700;14554
15215;1;7;2023;2;REGALIAS;357079240;13766
15215;1;8;2023;1;REGALIAS;82079;809
15215;1;8;2023;2;REGALIAS;9918866;86563
15224;1;3;2023;2;REGALIAS;2200100;31316
15224;1;4;2023;2;REGALIAS;908600;7207.2
15232;1;4;2023;1;REGALIAS;7220;0
15238;1;8;2023;1;REGALIAS;1555319;15331
15238;1;3;2023;1;REGALIAS;290000;4654
15238;1;3;2023;2;REGALIAS;2707408;38538
15272;1;8;2023;1;REGALIAS;19346315;190097
15272;1;8;2023;1;COMPENSACIÓN;13231676;0
15272;1;8;2023;2;REGALIAS;15111281;131841
15272;1;8;2023;2;COMPENSACIÓN;13381984;0
15296;1;7;2023;1;REGALIAS;339816449;9763
15296;1;7;2023;2;REGALIAS;164702495;625
15322;1;2;2023;1;REGALIAS;943006;7231.68
15322;1;4;2023;1;REGALIAS;1329903;16070.4
15325;1;18;2023;2;REGALIAS;3326107;1244
15325;1;2;2023;1;REGALIAS;328834;0
15325;1;4;2023;1;REGALIAS;463748;0
15362;1;7;2023;1;REGALIAS;46673357;2497
15362;1;7;2023;2;REGALIAS;16330900;748
15362;1;19;2023;1;REGALIAS;31001301;60976
15362;1;19;2023;2;REGALIAS;32155627;55995
15368;2;7;2023;1;REGALIAS;8590371;219
15368;2;7;2023;2;REGALIAS;26857698;804
15368;1;7;2023;1;REGALIAS;1448380204;30435
15368;1;7;2023;2;REGALIAS;655535631;16075
15403;1;7;2023;1;REGALIAS;711987896;15526
15403;1;7;2023;2;REGALIAS;614835160;16947
15407;1;8;2023;1;REGALIAS;458845;4523
15442;1;20;2023;1;REGALIAS;104237838;0
15442;1;20;2023;1;REGALIAS;278198868;0
15442;1;20;2023;2;REGALIAS;54612488;0
15442;1;20;2023;2;REGALIAS;19820105;0
15442;1;20;2023;1;REGALIAS;66486;0.0009816
15442;1;20;2023;1;REGALIAS;119999;0.0000426
15442;1;20;2023;2;REGALIAS;178290;0.0000018
15442;1;20;2023;1;REGALIAS;5684438;0.0011064
15442;1;20;2023;1;REGALIAS;1168646;0.0018278
15442;1;20;2023;1;REGALIAS;336327;0.0004946
15442;1;20;2023;2;REGALIAS;617074;0.001189
15442;1;20;2023;2;REGALIAS;34053;0.0004734
15442;1;20;2023;1;REGALIAS;176805197;0.0021602
15442;1;20;2023;1;REGALIAS;871870594;0.0036274
15442;1;20;2023;1;REGALIAS;501872969;0.0013318
15442;1;20;2023;2;REGALIAS;629252859;0.0021986
15442;1;20;2023;2;REGALIAS;560107909;0.001179
15442;1;20;2023;2;REGALIAS;830752999;0.0022196
15464;1;7;2023;1;REGALIAS;314083106;6654
15464;1;7;2023;2;REGALIAS;762166305;2379
15466;1;7;2023;1;REGALIAS;53099344;284
15466;1;7;2023;2;REGALIAS;95651783;4381
15469;1;8;2023;1;REGALIAS;645175;6348
15469;1;8;2023;2;REGALIAS;364000;3167
15476;1;7;2023;1;REGALIAS;249585622;13352
15476;1;7;2023;2;REGALIAS;62442591;286
15480;1;20;2023;2;REGALIAS;4317912;0
15480;1;20;2023;2;REGALIAS;99852;0
15491;1;8;2023;1;REGALIAS;54814180;540323
15491;1;8;2023;1;COMPENSACIÓN;456512;0
15491;1;8;2023;2;REGALIAS;16784971;146449
15491;1;8;2023;2;COMPENSACIÓN;575000;0
15500;1;1;2023;1;REGALIAS;511900;1974
15500;1;1;2023;2;REGALIAS;370500;132
15516;1;7;2023;1;REGALIAS;341890449;18288
15516;1;7;2023;2;REGALIAS;608061579;24454
15516;1;19;2023;1;REGALIAS;14834895;28782
15516;1;19;2023;2;REGALIAS;20962319;37682
15516;1;2;2023;1;REGALIAS;39262;197.64
15516;1;3;2023;1;REGALIAS;316000;5074
15516;1;4;2023;1;REGALIAS;104000;926.4
15531;1;4;2023;1;REGALIAS;4831286;43286.4
15531;1;20;2023;2;REGALIAS;14058529;0.0000204
15537;1;7;2023;1;REGALIAS;31817244;1564
15537;1;7;2023;2;REGALIAS;31820536;1457
15537;3;18;2023;1;REGALIAS;238221519;8241
15537;3;18;2023;1;COMPENSACIÓN;490736329;0
15537;2;18;2023;2;REGALIAS;228965677;85663
15537;2;18;2023;2;COMPENSACIÓN;471669294;0
15542;1;8;2023;1;REGALIAS;40579;400
15542;1;8;2023;2;REGALIAS;45835;400
15542;1;1;2023;1;REGALIAS;224459;800
15572;1;2;2023;1;REGALIAS;1328100;7550.82
15572;1;2;2023;2;REGALIAS;305613;1539
15572;1;3;2023;1;REGALIAS;1060000;17028
15572;1;3;2023;2;REGALIAS;2535665;4572
15572;1;4;2023;1;REGALIAS;1560800;13984.8
15580;1;20;2023;1;REGALIAS;2219959;0
15580;1;20;2023;2;REGALIAS;22364;0
15580;1;20;2023;2;REGALIAS;10484;0
15580;1;20;2023;1;REGALIAS;3755219;0.0000222
15580;1;20;2023;1;REGALIAS;34452;0
15580;1;20;2023;2;REGALIAS;276180;0.000006
15580;1;20;2023;2;REGALIAS;271298;0.0000038
15580;1;20;2023;2;REGALIAS;15580;0.0000014
15600;1;7;2023;1;REGALIAS;2579075618;61155
15600;1;7;2023;2;REGALIAS;677758164;16757
15621;1;8;2023;1;REGALIAS;9739;76
15632;1;7;2023;1;REGALIAS;350940484;861
15632;1;7;2023;2;REGALIAS;283936304;6975
15638;1;1;2023;1;REGALIAS;95200;339
15646;1;7;2023;1;REGALIAS;5175931844;13675
15646;1;7;2023;2;REGALIAS;540707903;16181
15646;1;3;2023;1;REGALIAS;177700;2856
15646;1;3;2023;2;REGALIAS;312000;444
15646;1;4;2023;1;REGALIAS;7038320;63060
15646;1;4;2023;2;REGALIAS;1069500;8481.6
15673;1;7;2023;1;REGALIAS;614372636;14365
15673;1;7;2023;2;REGALIAS;68555861;2052
15681;1;20;2023;1;REGALIAS;22443074;0
15681;1;20;2023;1;REGALIAS;23265159;0
15681;1;20;2023;2;REGALIAS;229229;0
15681;1;20;2023;2;REGALIAS;1094477;0
15681;1;20;2023;1;REGALIAS;1638;0.0000036
15681;1;20;2023;2;REGALIAS;819461;0.0000786
15681;1;20;2023;1;REGALIAS;38057684;0.0000744
15681;1;20;2023;1;REGALIAS;73040309;0.0001638
15681;1;20;2023;1;REGALIAS;11467642;0.0001086
15681;1;20;2023;2;REGALIAS;2618331;0.000125
15681;1;20;2023;2;REGALIAS;51398424;0.000044
15693;1;8;2023;2;REGALIAS;3421496;2986
15693;1;2;2023;1;REGALIAS;135618;771.12
15720;2;7;2023;1;REGALIAS;279892550;7144
15720;2;7;2023;2;REGALIAS;268090046;8025
15723;2;7;2023;1;REGALIAS;91824226;2344
15723;2;7;2023;2;REGALIAS;67248804;2013
15723;1;7;2023;1;REGALIAS;379556684;8513
15723;1;7;2023;2;REGALIAS;574618389;14924
15755;2;7;2023;1;REGALIAS;92426506;2359
15755;2;7;2023;2;REGALIAS;43622244;1306
15755;1;7;2023;1;REGALIAS;4097228193;89738
15755;1;7;2023;2;REGALIAS;2266825497;5909
15757;2;7;2023;1;REGALIAS;303210985;7739
15757;2;7;2023;2;REGALIAS;224010687;6705
15757;1;7;2023;1;REGALIAS;1772126021;4124
15757;1;7;2023;2;REGALIAS;1189962422;32582
15759;1;7;2023;1;REGALIAS;574522642;17162
15759;1;7;2023;2;REGALIAS;967417195;31561
15759;1;1;2023;1;REGALIAS;275148;111
15759;1;1;2023;2;REGALIAS;59802;230
15759;1;1;2023;1;REGALIAS;319290;1142
15759;1;1;2023;2;REGALIAS;3470915;12371
15759;1;2;2023;2;REGALIAS;242750;190.8
15762;1;4;2023;1;REGALIAS;192780;1788
15790;1;7;2023;1;REGALIAS;845342974;35653
15790;1;7;2023;2;REGALIAS;727389097;28635
15806;1;8;2023;1;REGALIAS;5021715;49501
15806;1;8;2023;1;COMPENSACIÓN;45999729;0
15806;1;8;2023;2;REGALIAS;50219609;438187
15806;1;8;2023;2;COMPENSACIÓN;49007318;0
15820;1;7;2023;1;REGALIAS;819484332;31117
15820;1;7;2023;2;REGALIAS;775535851;22889
15837;1;7;2023;1;REGALIAS;333018905;12523
15837;1;7;2023;2;REGALIAS;416070972;9383
15842;1;7;2023;1;REGALIAS;26321935;1408
15842;1;7;2023;2;REGALIAS;191665029;8781
17001;1;1;2023;1;REGALIAS;1141934;407
17001;1;2;2023;1;REGALIAS;1446700;6552.9
17001;1;2;2023;2;REGALIAS;1169304;5861.16
17001;1;13;2023;1;REGALIAS;632820;22857
17001;1;3;2023;1;REGALIAS;88308;1258
17001;1;4;2023;1;REGALIAS;1317588;9511.2
17001;1;4;2023;2;REGALIAS;734776;5788.8
17001;1;5;2023;1;REGALIAS;4803040;0.000547
17001;1;5;2023;2;REGALIAS;2914615;0.000313
17001;1;6;2023;1;REGALIAS;122;0.000001
17001;1;6;2023;2;REGALIAS;201;0.000002
17013;1;2;2023;2;REGALIAS;378767;2065.5
17013;1;4;2023;2;REGALIAS;2017969;17335.2
17042;1;5;2023;2;REGALIAS;462244;0.00005
17088;1;2;2023;1;REGALIAS;101431;0
17088;1;4;2023;1;REGALIAS;177137;0
17174;1;5;2023;1;REGALIAS;18059254;0.002041
17174;1;5;2023;1;REGALIAS;24203157;0.002678
17174;1;5;2023;1;REGALIAS;26025790;0.002827
17174;1;5;2023;2;REGALIAS;3850748;0.00042
17174;1;5;2023;2;REGALIAS;16132601;0.001761
17174;1;5;2023;2;REGALIAS;15297973;0.000166
17174;1;6;2023;1;REGALIAS;34593;0.000301
17174;1;6;2023;1;REGALIAS;12952;0.000113
17174;1;6;2023;1;REGALIAS;51268;0.000448
17174;1;6;2023;2;REGALIAS;539;0.000005
17174;1;6;2023;2;REGALIAS;29360;0.000268
17174;1;6;2023;2;REGALIAS;21829;0.000199
17272;1;2;2023;1;REGALIAS;1800015;10230.3
17272;1;2;2023;2;REGALIAS;2514644;8869.5
17272;1;4;2023;1;REGALIAS;1692014;15156
17272;1;4;2023;2;REGALIAS;2128463;13137.6
17380;1;2;2023;1;REGALIAS;658713;3745.44
17380;1;2;2023;2;REGALIAS;8462859;42831.18
17380;1;4;2023;1;REGALIAS;1276663;11438.4
17380;1;4;2023;2;REGALIAS;2629328;20968.8
17380;1;5;2023;1;REGALIAS;4888540;0.000636
17380;1;5;2023;1;REGALIAS;8896487;0.001133
17380;1;6;2023;1;REGALIAS;7469;0.000086
17380;1;6;2023;1;REGALIAS;14416;0.00016
17388;1;10;2023;1;REGALIAS;464196;404
17388;1;15;2023;1;REGALIAS;1360122;397
17442;1;5;2023;1;REGALIAS;761761249;0.091359
17442;1;5;2023;1;REGALIAS;988057174;0.109155
17442;1;5;2023;1;REGALIAS;1338639817;0.147402
17442;1;5;2023;2;REGALIAS;982800117;0.108536
17442;1;5;2023;2;REGALIAS;1246458486;0.013362
17442;1;5;2023;2;REGALIAS;885703191;0.099936
17442;1;6;2023;1;REGALIAS;7742990;0.086952
17442;1;6;2023;1;REGALIAS;7541701;0.075942
17442;1;6;2023;1;REGALIAS;9492977;0.094223
17442;1;6;2023;2;REGALIAS;8565761;0.000954
17442;1;6;2023;2;REGALIAS;4197273;0.036437
17442;1;6;2023;2;REGALIAS;2734845;0.039295
17486;1;2;2023;1;REGALIAS;1388787;9567.72
17486;1;2;2023;2;REGALIAS;1725505;12452.94
17486;1;4;2023;1;REGALIAS;1233210;13262.4
17486;1;4;2023;2;REGALIAS;1281356;13874.4
17524;1;5;2023;1;REGALIAS;31531950;0.003564
17524;1;5;2023;1;REGALIAS;41065458;0.004584
17524;1;5;2023;1;REGALIAS;36634834;0.003984
17524;1;5;2023;2;REGALIAS;35528107;0.003866
17524;1;5;2023;2;REGALIAS;25863936;0.002822
17524;1;5;2023;2;REGALIAS;30613838;0.003315
17524;1;6;2023;1;REGALIAS;20056;0.000176
17524;1;6;2023;1;REGALIAS;46223;0.000402
17524;1;6;2023;1;REGALIAS;39162;0.00034
17524;1;6;2023;2;REGALIAS;44809;0.000395
17524;1;6;2023;2;REGALIAS;46942;0.000429
17524;1;6;2023;2;REGALIAS;33106;0.000303
17541;1;5;2023;1;REGALIAS;2308110;0.00026
17541;1;5;2023;1;REGALIAS;8464481;0.000924
17541;1;5;2023;1;REGALIAS;7304801;0.000797
17541;1;5;2023;2;REGALIAS;1509372;0.000161
17541;1;5;2023;2;REGALIAS;2510628;0.00027
17541;1;6;2023;1;REGALIAS;805;0.000007
17541;1;6;2023;1;REGALIAS;2531;0.000022
17541;1;6;2023;1;REGALIAS;219;0.000002
17541;1;6;2023;2;REGALIAS;534;0.000005
17541;1;6;2023;2;REGALIAS;1120;0.00001
17614;1;5;2023;1;REGALIAS;10137828;0.001144
17614;1;5;2023;1;REGALIAS;10368706;0.001126
17614;1;5;2023;2;REGALIAS;10774800;0.001176
17614;1;5;2023;2;REGALIAS;952042;0.000102
17614;1;6;2023;1;REGALIAS;400427;0.000348
17614;1;6;2023;1;REGALIAS;460916;0.004006
17614;1;6;2023;2;REGALIAS;505054;0.004612
17614;1;6;2023;2;REGALIAS;348;0.000003
17777;1;1;2023;1;REGALIAS;3342648;12202
17777;1;1;2023;2;REGALIAS;1513694;5395
17777;1;5;2023;1;REGALIAS;12241892;0.001402
17777;1;5;2023;1;REGALIAS;17313773;0.001995
17777;1;5;2023;1;REGALIAS;21386747;0.000239
17777;1;5;2023;2;REGALIAS;21861758;0.002378
17777;1;5;2023;2;REGALIAS;4734735;0.000508
17777;1;5;2023;2;REGALIAS;12297029;0.001321
17777;1;6;2023;1;REGALIAS;12098;0.000113
17777;1;6;2023;1;REGALIAS;23646;0.000228
17777;1;6;2023;1;REGALIAS;21141;0.000197
17777;1;6;2023;2;REGALIAS;28504;0.000267
17777;1;6;2023;2;REGALIAS;1119;0.00001
17777;1;6;2023;2;REGALIAS;11508;0.000102
17867;1;8;2023;1;REGALIAS;75579;745
17867;1;5;2023;1;REGALIAS;12389875;0.000105
17867;1;5;2023;1;REGALIAS;10692269;0.000825
17867;1;5;2023;2;REGALIAS;5801321;0.000414
17867;1;5;2023;2;REGALIAS;2300745;0.000165
17867;1;6;2023;1;REGALIAS;9389;0.000104
17867;1;6;2023;1;REGALIAS;3488;0.000031
17867;1;6;2023;2;REGALIAS;1623;0.000015
17867;1;6;2023;2;REGALIAS;663;0.000006
17877;1;2;2023;1;REGALIAS;1443469;878.04
17877;1;2;2023;2;REGALIAS;775238;3902.58
17877;1;4;2023;1;REGALIAS;2448064;23508
