codigo_proyecto;codigo_recurso;año;trimestre;unidad_medida;tipo_contraprestacion;valor_contraprestacion;cantidad_producida
1;6;2023;2;GRAMOS;REGALIAS;106948;994
1;6;2023;2;GRAMOS;REGALIAS;43943;382
1;6;2023;2;GRAMOS;REGALIAS;4473;395
1;2;2023;1;METROS CUBICOS;REGALIAS;3752492;15143
1;2;2023;2;METROS CUBICOS;REGALIAS;2463132;8799
1;4;2023;1;METROS CUBICOS;REGALIAS;2969705;12747
1;4;2023;2;METROS CUBICOS;REGALIAS;1896055;7202
1;8;2023;1;TONELADAS;REGALIAS;689952765;10401
1;8;2023;2;TONELADAS;REGALIAS;1011656044;22895
1;2;2023;1;METROS CUBICOS;REGALIAS;3589696;22232
1;2;2023;2;METROS CUBICOS;REGALIAS;4904789;12274
1;4;2023;1;METROS CUBICOS;REGALIAS;5323705;33347
1;4;2023;2;METROS CUBICOS;REGALIAS;7963808;19813
1;11;2023;1;TONELADAS;REGALIAS;19457;45
1;11;2023;2;TONELADAS;REGALIAS;24417;19
1;2;2023;1;METROS CUBICOS;REGALIAS;711001;3106
1;4;2023;1;METROS CUBICOS;REGALIAS;1063650;4943
1;4;2023;2;METROS CUBICOS;REGALIAS;870876;3583
1;2;2023;1;METROS CUBICOS;REGALIAS;5781976;25501
1;2;2023;2;METROS CUBICOS;REGALIAS;4375406;17085
1;4;2023;1;METROS CUBICOS;REGALIAS;2329773;10929
1;4;2023;2;METROS CUBICOS;REGALIAS;2742554;1139
1;2;2023;1;METROS CUBICOS;REGALIAS;525375;1844
1;2;2023;2;METROS CUBICOS;REGALIAS;728576;2264
1;3;2023;1;METROS CUBICOS;REGALIAS;97029;780
1;4;2023;1;METROS CUBICOS;REGALIAS;1002500;3743
1;4;2023;2;METROS CUBICOS;REGALIAS;1394804;461
1;7;2023;1;TONELADAS;REGALIAS;3386938;1246
1;1;2023;2;TONELADAS;REGALIAS;5216319;18592
1;5;2023;1;GRAMOS;REGALIAS;1787197318;203321
1;5;2023;1;GRAMOS;REGALIAS;2877698531;316933
1;5;2023;1;GRAMOS;REGALIAS;2276896524;248205
1;5;2023;2;GRAMOS;REGALIAS;2362823271;254809
1;5;2023;2;GRAMOS;REGALIAS;3503950144;375625
1;5;2023;2;GRAMOS;REGALIAS;3800582835;408361
1;6;2023;1;GRAMOS;REGALIAS;1584624;14048
1;6;2023;1;GRAMOS;REGALIAS;2301553;20057
1;6;2023;1;GRAMOS;REGALIAS;2112569;19005
1;6;2023;2;GRAMOS;REGALIAS;1532455;14169
1;6;2023;2;GRAMOS;REGALIAS;2306279;20737
1;6;2023;2;GRAMOS;REGALIAS;2475766;21688
1;8;2023;1;TONELADAS;REGALIAS;20583932;310
1;8;2023;2;TONELADAS;REGALIAS;16173338;280
1;7;2023;1;TONELADAS;REGALIAS;1351288;4816
1;2;2023;1;METROS CUBICOS;REGALIAS;5804819;9187
1;2;2023;2;METROS CUBICOS;REGALIAS;6476981;22193
1;4;2023;1;METROS CUBICOS;REGALIAS;8564704;17193
1;4;2023;2;METROS CUBICOS;REGALIAS;10676115;41053
1;4;2023;1;METROS CUBICOS;REGALIAS;1875100;7
1;5;2023;1;GRAMOS;REGALIAS;31660986;2928
1;5;2023;1;GRAMOS;REGALIAS;34995500;3546
1;5;2023;1;GRAMOS;REGALIAS;21216169;1781
1;5;2023;2;GRAMOS;REGALIAS;12570634;1025
1;5;2023;2;GRAMOS;REGALIAS;19519117;1419
1;5;2023;2;GRAMOS;REGALIAS;35974700;2579
1;6;2023;1;GRAMOS;REGALIAS;19697;171
1;6;2023;1;GRAMOS;REGALIAS;32076;298
1;6;2023;1;GRAMOS;REGALIAS;7511;67
1;6;2023;2;GRAMOS;REGALIAS;4842;45
1;6;2023;2;GRAMOS;REGALIAS;5633;49
1;6;2023;2;GRAMOS;REGALIAS;8942;79
1;18;2023;1;TONELADAS;REGALIAS;1206915;351
1;18;2023;2;TONELADAS;REGALIAS;1162617;300
1;2;2023;1;METROS CUBICOS;REGALIAS;153523;392
1;2;2023;2;METROS CUBICOS;REGALIAS;730465;2263
1;4;2023;2;METROS CUBICOS;REGALIAS;214333;708
1;5;2023;1;GRAMOS;REGALIAS;65555363;7432
1;5;2023;1;GRAMOS;REGALIAS;87263551;9646
1;5;2023;1;GRAMOS;REGALIAS;53673452;5851
1;5;2023;2;GRAMOS;REGALIAS;45379498;4928
1;5;2023;2;GRAMOS;REGALIAS;72215804;7762
1;5;2023;2;GRAMOS;REGALIAS;14792614;1589
1;6;2023;1;GRAMOS;REGALIAS;35538;311
1;6;2023;1;GRAMOS;REGALIAS;56494;491
1;6;2023;1;GRAMOS;REGALIAS;27112;243
1;6;2023;2;GRAMOS;REGALIAS;29243;268
1;6;2023;2;GRAMOS;REGALIAS;40191;359
1;6;2023;2;GRAMOS;REGALIAS;10573;91
1;4;2023;2;METROS CUBICOS;REGALIAS;2818654;9316
1;5;2023;1;GRAMOS;REGALIAS;779918307;89963
1;5;2023;1;GRAMOS;REGALIAS;553779158;61373
1;5;2023;1;GRAMOS;REGALIAS;569025649;62299
1;5;2023;2;GRAMOS;REGALIAS;701665162;75769
1;5;2023;2;GRAMOS;REGALIAS;1035617731;111851
1;5;2023;2;GRAMOS;REGALIAS;726958380;89413
1;6;2023;1;GRAMOS;REGALIAS;1009653;9192
1;6;2023;1;GRAMOS;REGALIAS;19498551;217391
1;6;2023;1;GRAMOS;REGALIAS;67292;6129
1;6;2023;2;GRAMOS;REGALIAS;7879032;96866
1;6;2023;2;GRAMOS;REGALIAS;1615093;14376
1;6;2023;2;GRAMOS;REGALIAS;37787869;337495
1;7;2023;1;TONELADAS;REGALIAS;2183245;9072
1;3;2023;1;METROS CUBICOS;REGALIAS;17996;1447
1;9;2023;1;TONELADAS;REGALIAS;136054;135
1;9;2023;2;TONELADAS;REGALIAS;211755;1848
1;2;2023;1;METROS CUBICOS;REGALIAS;2313880;8152
1;3;2023;2;METROS CUBICOS;REGALIAS;1000754;7123
1;4;2023;1;METROS CUBICOS;REGALIAS;2175479;8152
1;3;2023;1;METROS CUBICOS;REGALIAS;931556;76
1;9;2023;1;TONELADAS;REGALIAS;1677528;16536
1;9;2023;2;TONELADAS;REGALIAS;1896840;16554
1;2;2023;1;METROS CUBICOS;REGALIAS;527369;1851
1;2;2023;1;METROS CUBICOS;REGALIAS;14057368;49339
1;2;2023;2;METROS CUBICOS;REGALIAS;8293293;25771
1;3;2023;1;METROS CUBICOS;REGALIAS;66385;522
1;4;2023;1;METROS CUBICOS;REGALIAS;15793877;5896
1;4;2023;2;METROS CUBICOS;REGALIAS;12067033;39883
1;3;2023;2;METROS CUBICOS;REGALIAS;5886777;41897
1;7;2023;1;TONELADAS;REGALIAS;2077115;8631
1;3;2023;1;METROS CUBICOS;REGALIAS;69704;5603
1;7;2023;1;TONELADAS;REGALIAS;20646219;85791
1;1;2023;1;TONELADAS;REGALIAS;14952887;53294
1;2;2023;1;METROS CUBICOS;REGALIAS;310742;474
1;1;2023;2;TONELADAS;REGALIAS;1656505;5904
1;2;2023;1;METROS CUBICOS;REGALIAS;38089085;133642
1;2;2023;2;METROS CUBICOS;REGALIAS;7273516;22628
1;4;2023;1;METROS CUBICOS;REGALIAS;20565716;76775
1;4;2023;2;METROS CUBICOS;REGALIAS;4271775;14135
1;5;2023;1;GRAMOS;REGALIAS;194803811;22188
1;5;2023;1;GRAMOS;REGALIAS;397896055;43208
1;5;2023;1;GRAMOS;REGALIAS;405381381;44158
1;5;2023;2;GRAMOS;REGALIAS;421546925;45418
1;5;2023;2;GRAMOS;REGALIAS;581280299;62311
1;5;2023;2;GRAMOS;REGALIAS;379180484;4076
1;6;2023;1;GRAMOS;REGALIAS;24581;2256
1;6;2023;1;GRAMOS;REGALIAS;509442;4428
1;6;2023;1;GRAMOS;REGALIAS;521657;469
1;6;2023;2;GRAMOS;REGALIAS;488841;4533
1;6;2023;2;GRAMOS;REGALIAS;671319;5911
1;6;2023;2;GRAMOS;REGALIAS;421503;3725
1;5;2023;1;GRAMOS;REGALIAS;97227343;11102
1;5;2023;1;GRAMOS;REGALIAS;121325101;13172
1;5;2023;1;GRAMOS;REGALIAS;90891019;9899
1;5;2023;2;GRAMOS;REGALIAS;267425827;28588
1;5;2023;2;GRAMOS;REGALIAS;162150924;17406
1;5;2023;2;GRAMOS;REGALIAS;90062363;9677
1;6;2023;1;GRAMOS;REGALIAS;36;0
1;6;2023;1;GRAMOS;REGALIAS;223;2
1;6;2023;1;GRAMOS;REGALIAS;72803;643
1;6;2023;2;GRAMOS;REGALIAS;213389;1996
1;6;2023;2;GRAMOS;REGALIAS;7861;73
1;6;2023;2;GRAMOS;REGALIAS;16907170;150087
1;13;2023;2;METROS CUBICOS;REGALIAS;8616;107
1;5;2023;1;GRAMOS;REGALIAS;15911430;1802
1;5;2023;1;GRAMOS;REGALIAS;14480037;1584
1;5;2023;1;GRAMOS;REGALIAS;37397195;4081
1;5;2023;2;GRAMOS;REGALIAS;64847209;6965
1;5;2023;2;GRAMOS;REGALIAS;199946661;21398
1;5;2023;2;GRAMOS;REGALIAS;70844327;7613
1;6;2023;1;GRAMOS;REGALIAS;23737;207
1;6;2023;1;GRAMOS;REGALIAS;26772;233
1;6;2023;1;GRAMOS;REGALIAS;77213;704
1;6;2023;2;GRAMOS;REGALIAS;109661;1021
1;6;2023;2;GRAMOS;REGALIAS;372354;3338
1;6;2023;2;GRAMOS;REGALIAS;65849;571
1;5;2023;1;GRAMOS;REGALIAS;476206214;54061
1;5;2023;1;GRAMOS;REGALIAS;191301144;21373
1;5;2023;1;GRAMOS;REGALIAS;309373750;33725
1;5;2023;2;GRAMOS;REGALIAS;234428309;25432
1;5;2023;2;GRAMOS;REGALIAS;487199971;52217
1;5;2023;2;GRAMOS;REGALIAS;449859848;48317
1;6;2023;1;GRAMOS;REGALIAS;487419;4368
1;6;2023;1;GRAMOS;REGALIAS;203713;177
1;6;2023;1;GRAMOS;REGALIAS;314981;2844
1;6;2023;2;GRAMOS;REGALIAS;245716;2263
1;6;2023;2;GRAMOS;REGALIAS;442283;3944
1;6;2023;2;GRAMOS;REGALIAS;587391;5162
1;2;2023;2;METROS CUBICOS;REGALIAS;8374;0
1;4;2023;2;METROS CUBICOS;REGALIAS;4918;0
1;5;2023;1;GRAMOS;REGALIAS;14737867;1664
1;5;2023;1;GRAMOS;REGALIAS;36753385;3994
1;5;2023;1;GRAMOS;REGALIAS;34690393;3785
1;5;2023;2;GRAMOS;REGALIAS;18680756;1994
1;5;2023;2;GRAMOS;REGALIAS;22648508;2429
1;5;2023;2;GRAMOS;REGALIAS;16476859;1771
1;6;2023;1;GRAMOS;REGALIAS;620;5
1;6;2023;1;GRAMOS;REGALIAS;7419;64
1;6;2023;1;GRAMOS;REGALIAS;6551;597
1;6;2023;2;GRAMOS;REGALIAS;33813;316
1;6;2023;2;GRAMOS;REGALIAS;64917;569
1;6;2023;2;GRAMOS;REGALIAS;15294;135
1;5;2023;1;GRAMOS;REGALIAS;62402;71
1;5;2023;1;GRAMOS;REGALIAS;104325;15
1;5;2023;1;GRAMOS;REGALIAS;922343;126
1;5;2023;2;GRAMOS;REGALIAS;37082245;4872
1;5;2023;2;GRAMOS;REGALIAS;224406;30
1;5;2023;2;GRAMOS;REGALIAS;522856;71
1;6;2023;1;GRAMOS;REGALIAS;828;8
1;6;2023;1;GRAMOS;REGALIAS;232;2
1;6;2023;1;GRAMOS;REGALIAS;1701;17
1;6;2023;2;GRAMOS;REGALIAS;46864;508
1;6;2023;2;GRAMOS;REGALIAS;207;2
1;6;2023;2;GRAMOS;REGALIAS;945;10
1;5;2023;1;GRAMOS;REGALIAS;106604;15
1;5;2023;1;GRAMOS;REGALIAS;316678;44
1;5;2023;2;GRAMOS;REGALIAS;3985509;533
1;5;2023;2;GRAMOS;REGALIAS;5088037;677
1;5;2023;2;GRAMOS;REGALIAS;2230784;300
1;6;2023;1;GRAMOS;REGALIAS;237;2
1;6;2023;1;GRAMOS;REGALIAS;662;7
1;6;2023;2;GRAMOS;REGALIAS;304;31
1;6;2023;2;GRAMOS;REGALIAS;4601;49
1;6;2023;2;GRAMOS;REGALIAS;3783;40
1;5;2023;1;GRAMOS;REGALIAS;337150905;38243
1;5;2023;1;GRAMOS;REGALIAS;549172528;60221
1;5;2023;1;GRAMOS;REGALIAS;1116996740;121878
1;5;2023;2;GRAMOS;REGALIAS;643975253;69339
1;5;2023;2;GRAMOS;REGALIAS;849310244;91153
1;5;2023;2;GRAMOS;REGALIAS;993741546;106825
1;6;2023;1;GRAMOS;REGALIAS;238753;2081
1;6;2023;1;GRAMOS;REGALIAS;7622;66
1;6;2023;1;GRAMOS;REGALIAS;8245;75
1;6;2023;2;GRAMOS;REGALIAS;6678928;66448
1;6;2023;2;GRAMOS;REGALIAS;1977783;1707
1;6;2023;2;GRAMOS;REGALIAS;12608;112
1;5;2023;1;GRAMOS;REGALIAS;7084964;799
1;5;2023;1;GRAMOS;REGALIAS;11992265;1302
1;5;2023;1;GRAMOS;REGALIAS;6391417;694
1;5;2023;2;GRAMOS;REGALIAS;6591174;703
1;5;2023;2;GRAMOS;REGALIAS;13606578;146
1;5;2023;2;GRAMOS;REGALIAS;11880888;1277
1;6;2023;1;GRAMOS;REGALIAS;55;0
1;6;2023;1;GRAMOS;REGALIAS;90;1
1;6;2023;1;GRAMOS;REGALIAS;56;0
1;6;2023;2;GRAMOS;REGALIAS;48;0
1;6;2023;2;GRAMOS;REGALIAS;258;2
1;6;2023;2;GRAMOS;REGALIAS;95;1
1;5;2023;1;GRAMOS;REGALIAS;267216334;30299
1;5;2023;1;GRAMOS;REGALIAS;360476221;39492
1;5;2023;1;GRAMOS;REGALIAS;574821212;62854
1;5;2023;2;GRAMOS;REGALIAS;369204064;39532
1;5;2023;2;GRAMOS;REGALIAS;908916360;97777
1;5;2023;2;GRAMOS;REGALIAS;223855528;24049
1;6;2023;1;GRAMOS;REGALIAS;64295237;558919
1;6;2023;1;GRAMOS;REGALIAS;31371305;272642
1;6;2023;1;GRAMOS;REGALIAS;1033641;9425
1;6;2023;2;GRAMOS;REGALIAS;72105375;671755
1;6;2023;2;GRAMOS;REGALIAS;36593713;315849
1;6;2023;2;GRAMOS;REGALIAS;6819752;60534
1;5;2023;1;GRAMOS;REGALIAS;132976050;15
1;5;2023;2;GRAMOS;REGALIAS;74516557;8
1;6;2023;2;GRAMOS;REGALIAS;34759920;300
1;6;2023;2;GRAMOS;REGALIAS;11264760;100
1;5;2023;1;GRAMOS;REGALIAS;3137557;359
1;5;2023;1;GRAMOS;REGALIAS;84134562;9181
1;5;2023;2;GRAMOS;REGALIAS;87215546;9426
1;5;2023;2;GRAMOS;REGALIAS;217277337;23242
1;5;2023;2;GRAMOS;REGALIAS;104112513;11183
1;6;2023;1;GRAMOS;REGALIAS;3962;37
1;6;2023;1;GRAMOS;REGALIAS;78296;715
1;6;2023;2;GRAMOS;REGALIAS;90894;838
1;6;2023;2;GRAMOS;REGALIAS;230114;208
1;6;2023;2;GRAMOS;REGALIAS;127314;1113
1;9;2023;1;TONELADAS;REGALIAS;820576;8
1;5;2023;1;GRAMOS;REGALIAS;387414986;44498
1;5;2023;1;GRAMOS;REGALIAS;242427006;27356
1;5;2023;1;GRAMOS;REGALIAS;265803209;29583
1;5;2023;2;GRAMOS;REGALIAS;473751924;51777
1;5;2023;2;GRAMOS;REGALIAS;369394513;40168
1;5;2023;2;GRAMOS;REGALIAS;367413359;39436
1;6;2023;1;GRAMOS;REGALIAS;46196615;401627
1;6;2023;1;GRAMOS;REGALIAS;54077893;476153
1;6;2023;1;GRAMOS;REGALIAS;11689709;106377
1;6;2023;2;GRAMOS;REGALIAS;11199938;104622
1;6;2023;2;GRAMOS;REGALIAS;30531862;265799
1;6;2023;2;GRAMOS;REGALIAS;17584743;156067
1;2;2023;1;METROS CUBICOS;REGALIAS;871;0
1;4;2023;1;METROS CUBICOS;REGALIAS;8189;0
1;5;2023;1;GRAMOS;REGALIAS;376448;41
1;5;2023;2;GRAMOS;REGALIAS;46478;51
1;5;2023;1;GRAMOS;REGALIAS;5662563;639
1;5;2023;1;GRAMOS;REGALIAS;12221063;1327
1;5;2023;2;GRAMOS;REGALIAS;11641497;127
1;5;2023;2;GRAMOS;REGALIAS;8531327;910
1;5;2023;2;GRAMOS;REGALIAS;12781266;1372
1;9;2023;1;TONELADAS;REGALIAS;108040446;1064994
1;9;2023;2;TONELADAS;REGALIAS;105086787;91702
1;1;2023;1;TONELADAS;REGALIAS;1189354;4788
1;3;2023;2;METROS CUBICOS;REGALIAS;1756250;125
1;8;2023;1;TONELADAS;REGALIAS;69448647;1395
1;8;2023;2;TONELADAS;REGALIAS;152269097;5678
1;2;2023;1;METROS CUBICOS;REGALIAS;2978009;10426
1;8;2023;1;TONELADAS;REGALIAS;149598953;6667
1;8;2023;2;TONELADAS;REGALIAS;105293048;43
1;9;2023;1;TONELADAS;COMPENSACIÓN;612;0
1;9;2023;2;TONELADAS;COMPENSACIÓN;690;0
1;8;2023;1;TONELADAS;REGALIAS;923946928;2037
1;8;2023;2;TONELADAS;REGALIAS;165957031;4672
1;8;2023;2;TONELADAS;REGALIAS;20025920;917
1;9;2023;1;TONELADAS;REGALIAS;8915146;8788
1;8;2023;1;TONELADAS;REGALIAS;1043567074;22518
1;8;2023;2;TONELADAS;REGALIAS;309891656;9276
1;8;2023;1;TONELADAS;REGALIAS;58045104;1482
1;8;2023;2;TONELADAS;REGALIAS;17888728;535
1;8;2023;1;TONELADAS;REGALIAS;456956852;10321
1;8;2023;2;TONELADAS;REGALIAS;280052616;8614
1;1;2023;1;TONELADAS;REGALIAS;244429;984
1;1;2023;2;TONELADAS;REGALIAS;65935;235
1;8;2023;1;TONELADAS;REGALIAS;416957700;14554
1;8;2023;2;TONELADAS;REGALIAS;357079240;13766
1;9;2023;1;TONELADAS;REGALIAS;82079;809
1;9;2023;2;TONELADAS;REGALIAS;9918866;86563
1;3;2023;2;METROS CUBICOS;REGALIAS;2200100;15658
1;4;2023;2;METROS CUBICOS;REGALIAS;9086;3003
1;4;2023;1;METROS CUBICOS;REGALIAS;722;0
1;9;2023;1;TONELADAS;REGALIAS;1555319;15331
1;3;2023;1;METROS CUBICOS;REGALIAS;290;2327
1;3;2023;2;METROS CUBICOS;REGALIAS;2707408;19269
1;9;2023;1;TONELADAS;REGALIAS;19346315;190097
1;9;2023;1;TONELADAS;COMPENSACIÓN;13231676;0
1;9;2023;2;TONELADAS;REGALIAS;15111281;131841
1;9;2023;2;TONELADAS;COMPENSACIÓN;13381984;0
1;8;2023;1;TONELADAS;REGALIAS;339816449;9763
1;8;2023;2;TONELADAS;REGALIAS;164702495;625
1;2;2023;1;METROS CUBICOS;REGALIAS;943006;4464
1;4;2023;1;METROS CUBICOS;REGALIAS;1329903;6696
1;22;2023;2;TONELADAS;REGALIAS;3326107;1244
1;2;2023;1;METROS CUBICOS;REGALIAS;328834;0
1;4;2023;1;METROS CUBICOS;REGALIAS;463748;0
1;8;2023;1;TONELADAS;REGALIAS;46673357;2497
1;8;2023;2;TONELADAS;REGALIAS;16330900;748
1;23;2023;1;TONELADAS;REGALIAS;31001301;60976
1;23;2023;2;TONELADAS;REGALIAS;32155627;55995
2;8;2023;1;TONELADAS;REGALIAS;8590371;219
2;8;2023;2;TONELADAS;REGALIAS;26857698;804
1;8;2023;1;TONELADAS;REGALIAS;1448380204;30435
1;8;2023;2;TONELADAS;REGALIAS;655535631;16075
1;8;2023;1;TONELADAS;REGALIAS;711987896;15526
1;8;2023;2;TONELADAS;REGALIAS;614835160;16947
1;9;2023;1;TONELADAS;REGALIAS;458845;4523
1;24;2023;1;QUILATES;REGALIAS;104237838;0
1;24;2023;1;QUILATES;REGALIAS;278198868;0
1;24;2023;2;QUILATES;REGALIAS;54612488;0
1;24;2023;2;QUILATES;REGALIAS;19820105;0
1;25;2023;1;QUILATES;REGALIAS;66486;4908
1;25;2023;1;QUILATES;REGALIAS;119999;213
1;25;2023;2;QUILATES;REGALIAS;17829;9
1;26;2023;1;QUILATES;REGALIAS;5684438;5532
1;26;2023;1;QUILATES;REGALIAS;1168646;9139
1;26;2023;1;QUILATES;REGALIAS;336327;2473
1;26;2023;2;QUILATES;REGALIAS;617074;5945
1;26;2023;2;QUILATES;REGALIAS;34053;2367
1;27;2023;1;QUILATES;REGALIAS;176805197;10801
1;27;2023;1;QUILATES;REGALIAS;871870594;18137
1;27;2023;1;QUILATES;REGALIAS;501872969;6659
1;27;2023;2;QUILATES;REGALIAS;629252859;10993
1;27;2023;2;QUILATES;REGALIAS;560107909;5895
1;27;2023;2;QUILATES;REGALIAS;830752999;11098
1;8;2023;1;TONELADAS;REGALIAS;314083106;6654
1;8;2023;2;TONELADAS;REGALIAS;762166305;2379
1;8;2023;1;TONELADAS;REGALIAS;53099344;284
1;8;2023;2;TONELADAS;REGALIAS;95651783;4381
1;9;2023;1;TONELADAS;REGALIAS;645175;6348
1;9;2023;2;TONELADAS;REGALIAS;364;3167
1;8;2023;1;TONELADAS;REGALIAS;249585622;13352
1;8;2023;2;TONELADAS;REGALIAS;62442591;286
1;26;2023;2;QUILATES;REGALIAS;4317912;0
1;27;2023;2;QUILATES;REGALIAS;99852;0
1;9;2023;1;TONELADAS;REGALIAS;54814180;540323
1;9;2023;1;TONELADAS;COMPENSACIÓN;456512;0
1;9;2023;2;TONELADAS;REGALIAS;16784971;146449
1;9;2023;2;TONELADAS;COMPENSACIÓN;575;0
1;1;2023;1;TONELADAS;REGALIAS;5119;1974
1;1;2023;2;TONELADAS;REGALIAS;3705;132
1;8;2023;1;TONELADAS;REGALIAS;341890449;18288
1;8;2023;2;TONELADAS;REGALIAS;608061579;24454
1;23;2023;1;TONELADAS;REGALIAS;14834895;28782
1;23;2023;2;TONELADAS;REGALIAS;20962319;37682
1;2;2023;1;METROS CUBICOS;REGALIAS;39262;122
1;3;2023;1;METROS CUBICOS;REGALIAS;316;2537
1;4;2023;1;METROS CUBICOS;REGALIAS;104;386
1;4;2023;1;METROS CUBICOS;REGALIAS;4831286;18036
1;27;2023;2;QUILATES;REGALIAS;14058529;102
1;8;2023;1;TONELADAS;REGALIAS;31817244;1564
1;8;2023;2;TONELADAS;REGALIAS;31820536;1457
3;22;2023;1;TONELADAS;REGALIAS;238221519;8241
3;22;2023;1;TONELADAS;COMPENSACIÓN;490736329;0
2;22;2023;2;TONELADAS;REGALIAS;228965677;85663
2;22;2023;2;TONELADAS;COMPENSACIÓN;471669294;0
1;9;2023;1;TONELADAS;REGALIAS;40579;400
1;9;2023;2;TONELADAS;REGALIAS;45835;400
1;1;2023;1;TONELADAS;REGALIAS;224459;800
1;2;2023;1;METROS CUBICOS;REGALIAS;1328100;4661
1;2;2023;2;METROS CUBICOS;REGALIAS;305613;950
1;3;2023;1;METROS CUBICOS;REGALIAS;1060000;8514
1;3;2023;2;METROS CUBICOS;REGALIAS;2535665;2286
1;4;2023;1;METROS CUBICOS;REGALIAS;1560800;5827
1;24;2023;1;QUILATES;REGALIAS;2219959;0
1;24;2023;2;QUILATES;REGALIAS;22364;0
1;24;2023;2;QUILATES;REGALIAS;10484;0
1;27;2023;1;QUILATES;REGALIAS;3755219;111
1;27;2023;1;QUILATES;REGALIAS;34452;0
1;27;2023;2;QUILATES;REGALIAS;27618;30
1;27;2023;2;QUILATES;REGALIAS;271298;19
1;27;2023;2;QUILATES;REGALIAS;1558;7
1;8;2023;1;TONELADAS;REGALIAS;2579075618;61155
1;8;2023;2;TONELADAS;REGALIAS;677758164;16757
1;9;2023;1;TONELADAS;REGALIAS;9739;76
1;8;2023;1;TONELADAS;REGALIAS;350940484;861
1;8;2023;2;TONELADAS;REGALIAS;283936304;6975
1;1;2023;1;TONELADAS;REGALIAS;952;339
1;8;2023;1;TONELADAS;REGALIAS;5175931844;13675
1;8;2023;2;TONELADAS;REGALIAS;540707903;16181
1;3;2023;1;METROS CUBICOS;REGALIAS;1777;1428
1;3;2023;2;METROS CUBICOS;REGALIAS;312;222
1;4;2023;1;METROS CUBICOS;REGALIAS;7038320;26275
1;4;2023;2;METROS CUBICOS;REGALIAS;1069500;3534
1;8;2023;1;TONELADAS;REGALIAS;614372636;14365
1;8;2023;2;TONELADAS;REGALIAS;68555861;2052
1;24;2023;1;QUILATES;REGALIAS;22443074;0
1;24;2023;1;QUILATES;REGALIAS;23265159;0
1;24;2023;2;QUILATES;REGALIAS;229229;0
1;24;2023;2;QUILATES;REGALIAS;1094477;0
1;26;2023;1;QUILATES;REGALIAS;1638;18
1;26;2023;2;QUILATES;REGALIAS;819461;393
1;27;2023;1;QUILATES;REGALIAS;38057684;372
1;27;2023;1;QUILATES;REGALIAS;73040309;819
1;27;2023;1;QUILATES;REGALIAS;11467642;543
1;27;2023;2;QUILATES;REGALIAS;2618331;625
1;27;2023;2;QUILATES;REGALIAS;51398424;220
1;9;2023;2;TONELADAS;REGALIAS;3421496;2986
1;2;2023;1;METROS CUBICOS;REGALIAS;135618;476
2;8;2023;1;TONELADAS;REGALIAS;279892550;7144
2;8;2023;2;TONELADAS;REGALIAS;268090046;8025
2;8;2023;1;TONELADAS;REGALIAS;91824226;2344
2;8;2023;2;TONELADAS;REGALIAS;67248804;2013
1;8;2023;1;TONELADAS;REGALIAS;379556684;8513
1;8;2023;2;TONELADAS;REGALIAS;574618389;14924
2;8;2023;1;TONELADAS;REGALIAS;92426506;2359
2;8;2023;2;TONELADAS;REGALIAS;43622244;1306
1;8;2023;1;TONELADAS;REGALIAS;4097228193;89738
1;8;2023;2;TONELADAS;REGALIAS;2266825497;5909
2;8;2023;1;TONELADAS;REGALIAS;303210985;7739
2;8;2023;2;TONELADAS;REGALIAS;224010687;6705
1;8;2023;1;TONELADAS;REGALIAS;1772126021;4124
1;8;2023;2;TONELADAS;REGALIAS;1189962422;32582
1;8;2023;1;TONELADAS;REGALIAS;574522642;17162
1;8;2023;2;TONELADAS;REGALIAS;967417195;31561
1;7;2023;1;TONELADAS;REGALIAS;275148;111
1;7;2023;2;TONELADAS;REGALIAS;59802;230
1;1;2023;1;TONELADAS;REGALIAS;31929;1142
1;1;2023;2;TONELADAS;REGALIAS;3470915;12371
1;13;2023;2;METROS CUBICOS;REGALIAS;24275;72
1;4;2023;1;METROS CUBICOS;REGALIAS;19278;745
1;8;2023;1;TONELADAS;REGALIAS;845342974;35653
1;8;2023;2;TONELADAS;REGALIAS;727389097;28635
1;9;2023;1;TONELADAS;REGALIAS;5021715;49501
1;9;2023;1;TONELADAS;COMPENSACIÓN;45999729;0
1;9;2023;2;TONELADAS;REGALIAS;50219609;438187
1;9;2023;2;TONELADAS;COMPENSACIÓN;49007318;0
1;8;2023;1;TONELADAS;REGALIAS;819484332;31117
1;8;2023;2;TONELADAS;REGALIAS;775535851;22889
1;8;2023;1;TONELADAS;REGALIAS;333018905;12523
1;8;2023;2;TONELADAS;REGALIAS;416070972;9383
1;8;2023;1;TONELADAS;REGALIAS;26321935;1408
1;8;2023;2;TONELADAS;REGALIAS;191665029;8781
1;1;2023;1;TONELADAS;REGALIAS;1141934;407
1;2;2023;1;METROS CUBICOS;REGALIAS;1446700;4045
1;2;2023;2;METROS CUBICOS;REGALIAS;1169304;3618
1;15;2023;1;METROS CUBICOS;REGALIAS;63282;7619
1;3;2023;1;METROS CUBICOS;REGALIAS;88308;629
1;4;2023;1;METROS CUBICOS;REGALIAS;1317588;3963
1;4;2023;2;METROS CUBICOS;REGALIAS;734776;2412
1;5;2023;1;GRAMOS;REGALIAS;4803040;547
1;5;2023;2;GRAMOS;REGALIAS;2914615;313
1;6;2023;1;GRAMOS;REGALIAS;122;1
1;6;2023;2;GRAMOS;REGALIAS;201;2
